Catcher,Pitcher,Hitter,Pitch type,Thrown strike? (Don't count swings at balls),Swing?,Balls before pitch,Strikes before pitch,Outs,1B occupied?,2B occupied,3B occupied,
,,Jax,Curveball,TRUE,TRUE,0,1,,FALSE,FALSE,FALSE,
,,Parker,4-seam fastball,TRUE,TRUE,0,0,2,TRUE,FALSE,FALSE,
,,T. Burton,4-seam fastball,TRUE,FALSE,0,0,2,TRUE,FALSE,TRUE,
,,T. Burton,4-seam fastball,FALSE,FALSE,0,1,,FALSE,FALSE,FALSE,
,,T. Burton,Curveball,TRUE,FALSE,1,1,2,FALSE,FALSE,FALSE,
,,T. Burton,2-seam fastball,FALSE,FALSE,1,2,2,FALSE,FALSE,FALSE,
,,T. Burton,2-seam fastball,TRUE,FALSE,1,2,2,TRUE,FALSE,TRUE,
Parker,Peter,Dom,4-seam fastball,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Dom,4-seam fastball,TRUE,TRUE,1,0,0,FALSE,FALSE,FALSE,
,,Horn,Changeup,FALSE,FALSE,0,0,1,FALSE,FALSE,FALSE,
,,Horn,Changeup,FALSE,FALSE,1,0,1,FALSE,FALSE,FALSE,
,,Horn,4-seam fastball,FALSE,FALSE,2,0,1,FALSE,FALSE,FALSE,
,,Horn,4-seam fastball,FALSE,FALSE,3,0,1,FALSE,FALSE,FALSE,BB
,,Dex,Slider,TRUE,FALSE,0,0,1,TRUE,FALSE,FALSE,
,,Dex,Changeup,FALSE,FALSE,0,1,1,FALSE,FALSE,FALSE,
,,Dex,2-seam fastball,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,
,,Dex,Curveball,FALSE,FALSE,2,1,1,FALSE,FALSE,FALSE,
,,Dex,4-seam fastball,FALSE,FALSE,3,1,1,FALSE,FALSE,FALSE,BB
,,B.Burton,4-seam fastball,TRUE,TRUE,0,0,1,TRUE,TRUE,FALSE,
,,Jax,Changeup,FALSE,FALSE,0,0,2,TRUE,TRUE,FALSE,
,,Jax,4-seam fastball,TRUE,FALSE,1,0,2,FALSE,FALSE,FALSE,
,,Jax,2-seam fastball,FALSE,FALSE,1,1,2,FALSE,FALSE,FALSE,
,,Jax,4-seam fastball,FALSE,FALSE,2,1,2,FALSE,FALSE,FALSE,
,,Jax,Curveball,FALSE,FALSE,3,1,2,FALSE,FALSE,FALSE,BB
,,Dame,2-seam fastball,TRUE,TRUE,0,0,2,TRUE,TRUE,TRUE,
,,Dame,4-seam fastball,FALSE,FALSE,0,1,2,FALSE,FALSE,FALSE,
,,Dame,Curveball,FALSE,TRUE,1,1,2,FALSE,FALSE,FALSE,
,,Dame,Changeup,FALSE,FALSE,1,2,2,FALSE,FALSE,FALSE,
,,Dame,4-seam fastball,FALSE,FALSE,1,2,2,FALSE,FALSE,FALSE,
,,Dame,Changeup,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,
,,Dame,4-seam fastball,FALSE,FALSE,3,2,2,FALSE,FALSE,FALSE,BB
Dame,Fast,T. Burton,2-seam fastball,TRUE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,T. Burton,Slider,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,
,,T. Burton,Slider,FALSE,TRUE,1,1,0,FALSE,FALSE,FALSE,
,,T. Burton,2-seam fastball,FALSE,FALSE,1,2,0,FALSE,FALSE,FALSE,
,,T. Burton,2-seam fastball,TRUE,TRUE,2,2,0,FALSE,FALSE,FALSE,
,,Dom,4-seam fastball,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,
,,Dom,Slider,FALSE,TRUE,1,0,0,FALSE,TRUE,FALSE,
,,Dom,4-seam fastball,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,
,,Dom,4-seam fastball,TRUE,TRUE,2,1,0,FALSE,FALSE,FALSE,
,,Dom,Curveball,FALSE,FALSE,2,2,0,FALSE,FALSE,FALSE,
,,Dom,4-seam fastball,TRUE,TRUE,3,2,0,FALSE,FALSE,FALSE,
,,Dom,2-seam fastball,FALSE,TRUE,3,2,,FALSE,FALSE,FALSE,
,,Horn,2-seam fastball,TRUE,TRUE,0,0,1,FALSE,FALSE,TRUE,
,,Dex,2-seam fastball,FALSE,TRUE,0,1,2,FALSE,FALSE,FALSE,
,,Dex,Slider,FALSE,FALSE,1,1,2,FALSE,FALSE,FALSE,
,,Dex,2-seam fastball,TRUE,TRUE,1,2,2,FALSE,FALSE,FALSE,
,,Dex,4-seam fastball,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,
,,Dex,2-seam fastball,TRUE,TRUE,2,2,2,FALSE,FALSE,FALSE,
,,Dex,2-seam fastball,TRUE,TRUE,2,2,2,FALSE,FALSE,FALSE,
,,Dex,Slider,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,
,,Dex,4-seam fastball,TRUE,TRUE,3,2,2,FALSE,FALSE,FALSE,
,,Dex,4-seam fastball,FALSE,FALSE,3,2,2,FALSE,FALSE,FALSE,BB
,,B.Burton,4-seam fastball,FALSE,FALSE,0,0,2,TRUE,FALSE,TRUE,
,,B.Burton,4-seam fastball,FALSE,TRUE,1,0,2,FALSE,FALSE,FALSE,
,,B.Burton,4-seam fastball,FALSE,FALSE,1,1,2,FALSE,FALSE,FALSE,
Parker,Quan,Jax,2-seam fastball,TRUE,TRUE,0,0,0,FALSE,FALSE,FALSE,
,,T. Burton,Changeup,FALSE,FALSE,0,0,1,FALSE,FALSE,FALSE,
,,T. Burton,2-seam fastball,TRUE,FALSE,1,0,1,FALSE,FALSE,FALSE,
,,T. Burton,Curveball,TRUE,FALSE,1,1,1,FALSE,FALSE,FALSE,
,,T. Burton,Curveball,TRUE,FALSE,1,2,1,FALSE,FALSE,FALSE,
,,Dame,2-seam fastball,FALSE,FALSE,0,0,2,FALSE,FALSE,FALSE,
,,Dame,2-seam fastball,FALSE,TRUE,1,0,2,FALSE,FALSE,FALSE,
,,Dame,Curveball,TRUE,TRUE,1,1,2,FALSE,FALSE,FALSE,
Parker,Quan,Dom,Curveball,TRUE,TRUE,0,0,0,FALSE,FALSE,FALSE,
,,Horn,2-seam fastball,TRUE,TRUE,0,0,1,FALSE,FALSE,FALSE,
,,Dex,2-seam fastball,FALSE,FALSE,0,0,2,FALSE,FALSE,FALSE,
,,Dex,Slider,TRUE,TRUE,1,0,2,FALSE,FALSE,FALSE,
,,Dex,Slider,FALSE,FALSE,1,1,2,FALSE,FALSE,FALSE,
,,Dex,2-seam fastball,FALSE,TRUE,2,1,2,FALSE,FALSE,FALSE,
Parker,Quan,Dex,Slider,FALSE,TRUE,2,2,2,FALSE,FALSE,FALSE,
,,B.Burton,2-seam fastball,TRUE,TRUE,0,0,0,FALSE,FALSE,FALSE,
Dame,,Jax,2-seam fastball,TRUE,TRUE,0,0,1,FALSE,FALSE,FALSE,
,,Parker,Slider,FALSE,TRUE,0,0,1,TRUE,FALSE,FALSE,
,,Parker,2-seam fastball,TRUE,TRUE,0,1,1,FALSE,FALSE,FALSE,
,,Parker,2-seam fastball,TRUE,TRUE,0,2,1,FALSE,FALSE,FALSE,
,,T. Burton,Slider,FALSE,FALSE,0,0,1,TRUE,TRUE,FALSE,
,,T. Burton,2-seam fastball,TRUE,TRUE,0,0,1,FALSE,TRUE,TRUE,
,,Dom,Slider,FALSE,FALSE,1,0,1,TRUE,FALSE,FALSE,
,,Dom,Slider,FALSE,FALSE,2,0,1,FALSE,FALSE,FALSE,
,,Dom,2-seam fastball,TRUE,FALSE,2,1,1,FALSE,FALSE,FALSE,
,,Dom,2-seam fastball,FALSE,FALSE,3,1,1,FALSE,FALSE,FALSE,
,,Dom,2-seam fastball,TRUE,TRUE,3,2,1,FALSE,FALSE,FALSE,
,,Dom,2-seam fastball,FALSE,FALSE,3,2,1,FALSE,FALSE,FALSE,BB
,,Horn,2-seam fastball,TRUE,TRUE,3,2,1,TRUE,TRUE,FALSE,
Dame,Quan,Dex,2-seam fastball,TRUE,TRUE,0,0,0,FALSE,FALSE,FALSE,
,,Dex,2-seam fastball,TRUE,TRUE,0,1,0,FALSE,FALSE,FALSE,
,,Dex,Changeup,TRUE,TRUE,0,2,0,FALSE,FALSE,FALSE,
,,B.Burton,2-seam fastball,TRUE,TRUE,0,0,1,FALSE,FALSE,FALSE,
,,B.Burton,2-seam fastball,FALSE,FALSE,0,1,1,FALSE,FALSE,FALSE,
,,B.Burton,Slider,TRUE,TRUE,1,1,1,FALSE,FALSE,FALSE,
,,B.Burton,Slider,FALSE,TRUE,1,2,1,FALSE,FALSE,FALSE,
,,Jax,2-seam fastball,FALSE,FALSE,0,0,2,FALSE,FALSE,FALSE,
,,Jax,Slider,FALSE,FALSE,1,0,2,FALSE,FALSE,FALSE,
,,Jax,2-seam fastball,FALSE,TRUE,2,0,2,FALSE,FALSE,FALSE,
,,Jax,Changeup,TRUE,TRUE,2,1,2,FALSE,FALSE,FALSE,
Dame,Jack M ,Parker,4-seam fastball,TRUE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Parker,4-seam fastball,TRUE,TRUE,0,1,0,FALSE,FALSE,FALSE,
,,T. Burton,4-seam fastball,FALSE,FALSE,0,0,1,FALSE,FALSE,FALSE,
,,T. Burton,4-seam fastball,TRUE,TRUE,1,0,1,FALSE,FALSE,FALSE,
,,T. Burton,Curveball,TRUE,TRUE,1,1,1,FALSE,FALSE,FALSE,
,,T. Burton,Curveball,TRUE,TRUE,1,2,1,FALSE,FALSE,FALSE,
,,Ricker,4-seam fastball,TRUE,TRUE,0,0,1,TRUE,FALSE,FALSE,
,,Ricker,2-seam fastball,FALSE,FALSE,0,1,1,TRUE,FALSE,FALSE,
,,Ricker,4-seam fastball,TRUE,TRUE,1,1,1,TRUE,FALSE,FALSE,
Jai,Darius,Deagle,2-seam fastball,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Deagle,Changeup,FALSE,FALSE,1,0,0,FALSE,FALSE,FALSE,
,,Deagle,2-seam fastball,TRUE,TRUE,2,0,0,FALSE,FALSE,FALSE,
,,Deagle,Changeup,TRUE,TRUE,2,1,0,FALSE,FALSE,FALSE,
,,B.Burton,2-seam fastball,TRUE,TRUE,0,0,1,FALSE,FALSE,FALSE,
,,B.Burton,Slider,FALSE,FALSE,0,1,1,FALSE,FALSE,FALSE,
,,B.Burton,2-seam fastball,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,
,,B.Burton,Changeup,TRUE,FALSE,2,1,1,FALSE,FALSE,FALSE,
,,B.Burton,Slider,TRUE,TRUE,2,2,1,FALSE,FALSE,FALSE,
,,Dame,2-seam fastball,TRUE,TRUE,0,0,1,TRUE,FALSE,FALSE,
,,Dame,2-seam fastball,TRUE,FALSE,0,1,1,TRUE,FALSE,FALSE,
,,Dame,2-seam fastball,FALSE,FALSE,0,2,1,TRUE,FALSE,FALSE,
,,Dame,2-seam fastball,TRUE,TRUE,1,2,1,TRUE,FALSE,FALSE,
,,Dame,Slider,FALSE,FALSE,1,2,1,TRUE,FALSE,FALSE,
,,Dame,2-seam fastball,TRUE,TRUE,2,1,1,TRUE,FALSE,FALSE,
,,Parker,2-seam fastball,TRUE,TRUE,0,0,2,TRUE,FALSE,FALSE,
Dame,Jack M,T. Burton,Changeup,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,T. Burton,4-seam fastball,FALSE,FALSE,1,0,0,FALSE,FALSE,FALSE,
,,T. Burton,Curveball,FALSE,FALSE,2,0,0,FALSE,FALSE,FALSE,
,,T. Burton,4-seam fastball,TRUE,TRUE,3,0,0,FALSE,FALSE,FALSE,
,,T. Burton,4-seam fastball,TRUE,FALSE,3,1,0,FALSE,FALSE,FALSE,
,,T. Burton,4-seam fastball,TRUE,FALSE,3,2,0,FALSE,FALSE,FALSE,
,,Ricker,4-seam fastball,TRUE,TRUE,0,0,1,TRUE,FALSE,FALSE,
,,Jai,4-seam fastball,FALSE,FALSE,0,0,2,FALSE,FALSE,FALSE,
,,Jai,4-seam fastball,TRUE,TRUE,1,0,2,FALSE,FALSE,FALSE,
,,Jai,Curveball,FALSE,FALSE,1,1,2,FALSE,FALSE,FALSE,
,,Jai,Curveball,FALSE,FALSE,2,1,2,FALSE,FALSE,FALSE,
,,Jai,4-seam fastball,TRUE,TRUE,3,1,2,FALSE,FALSE,FALSE,
,,Jai,4-seam fastball,TRUE,TRUE,3,2,2,FALSE,FALSE,FALSE,
,,Jai,4-seam fastball,FALSE,FALSE,3,2,2,FALSE,FALSE,FALSE,
,,Deagle,Curveball,FALSE,FALSE,0,0,2,TRUE,FALSE,FALSE,
,,Deagle,4-seam fastball,TRUE,FALSE,1,0,2,FALSE,FALSE,FALSE,
,,Deagle,Curveball,FALSE,FALSE,1,1,2,FALSE,TRUE,FALSE,
,,Deagle,4-seam fastball,TRUE,FALSE,2,1,2,FALSE,FALSE,FALSE,
,,Deagle,4-seam fastball,TRUE,TRUE,2,2,2,FALSE,FALSE,FALSE,
,,Deagle,4-seam fastball,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,
,,Deagle,Curveball,TRUE,TRUE,3,2,2,FALSE,FALSE,FALSE,
Jai,Darius,B.Burton,2-seam fastball,TRUE,TRUE,0,0,0,FALSE,FALSE,FALSE,
,,Dame,2-seam fastball,TRUE,TRUE,0,0,1,FALSE,FALSE,FALSE,
,,Dame,2-seam fastball,TRUE,FALSE,0,1,1,FALSE,FALSE,FALSE,
,,Dame,2-seam fastball,TRUE,FALSE,1,2,1,FALSE,FALSE,FALSE,
,,Parker,Changeup,TRUE,TRUE,0,0,2,FALSE,FALSE,FALSE,
Dame,Jack M,T. Burton,4-seam fastball,TRUE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,T. Burton,2-seam fastball,TRUE,TRUE,0,1,0,FALSE,FALSE,FALSE,
,,Ricker,2-seam fastball,TRUE,FALSE,0,0,1,FALSE,FALSE,FALSE,
,,Ricker,4-seam fastball,FALSE,FALSE,0,1,1,FALSE,FALSE,FALSE,
,,Ricker,Curveball,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,
,,Ricker,Curveball,TRUE,FALSE,2,1,1,FALSE,FALSE,FALSE,
,,Ricker,4-seam fastball,FALSE,FALSE,2,2,1,FALSE,FALSE,FALSE,
,,Ricker,4-seam fastball,FALSE,FALSE,3,2,1,FALSE,FALSE,FALSE,
,,Jai,4-seam fastball,TRUE,TRUE,0,0,1,TRUE,FALSE,FALSE,
,,Deagle,2-seam fastball,FALSE,FALSE,0,0,1,TRUE,TRUE,FALSE,
,,Deagle,Curveball,FALSE,FALSE,1,0,1,TRUE,TRUE,FALSE,
,,Deagle,4-seam fastball,TRUE,FALSE,2,0,1,TRUE,TRUE,FALSE,
,,Deagle,4-seam fastball,TRUE,TRUE,2,1,1,TRUE,TRUE,FALSE,
,,Deagle,4-seam fastball,TRUE,TRUE,2,2,1,TRUE,TRUE,FALSE,
,,Deagle,Curveball,FALSE,TRUE,2,2,1,TRUE,TRUE,FALSE,
,,B.Burton,4-seam fastball,FALSE,FALSE,0,0,2,TRUE,TRUE,FALSE,
,,B.Burton,4-seam fastball,TRUE,TRUE,1,0,2,FALSE,FALSE,FALSE,
Jai,Darius,Dame,2-seam fastball,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Dame,Slider,FALSE,FALSE,1,0,0,FALSE,FALSE,FALSE,
,,Dame,4-seam fastball,FALSE,FALSE,2,0,0,FALSE,FALSE,FALSE,
,,Dame,4-seam fastball,FALSE,FALSE,3,0,0,FALSE,FALSE,FALSE,
,,Parker,Curveball,TRUE,TRUE,0,0,0,TRUE,FALSE,FALSE,
,,Parker,2-seam fastball,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,
,,Parker,Slider,TRUE,FALSE,1,1,0,FALSE,FALSE,FALSE,
,,Parker,Changeup,TRUE,TRUE,1,2,0,FALSE,FALSE,FALSE,
,,Parker,Slider,FALSE,FALSE,1,2,0,FALSE,FALSE,FALSE,
,,Parker,2-seam fastball,TRUE,TRUE,2,2,0,FALSE,FALSE,FALSE,
,,Parker,2-seam fastball,FALSE,TRUE,2,2,0,FALSE,FALSE,FALSE,
,,T. Burton,Slider,FALSE,TRUE,0,0,1,TRUE,FALSE,FALSE,
,,T. Burton,2-seam fastball,TRUE,FALSE,0,1,1,FALSE,FALSE,FALSE,
,,T. Burton,2-seam fastball,FALSE,FALSE,0,2,1,FALSE,FALSE,FALSE,
,,T. Burton,2-seam fastball,TRUE,TRUE,1,2,1,FALSE,FALSE,FALSE,
,,Ricker,2-seam fastball,TRUE,FALSE,0,0,1,TRUE,FALSE,TRUE,
,,Ricker,2-seam fastball,FALSE,FALSE,0,1,1,FALSE,FALSE,FALSE,
,,Ricker,Changeup,TRUE,TRUE,1,1,1,FALSE,TRUE,FALSE,
,,Deagle,4-seam fastball,FALSE,FALSE,0,0,2,FALSE,FALSE,FALSE,
,,Deagle,Slider,TRUE,FALSE,1,0,2,FALSE,FALSE,FALSE,
,,Deagle,Curveball,TRUE,TRUE,0,0,2,FALSE,FALSE,FALSE,
,,B.Burton,4-seam fastball,TRUE,TRUE,0,0,2,FALSE,FALSE,FALSE,
Dame,Jon k,Parker,Changeup,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Parker,4-seam fastball,TRUE,TRUE,1,0,0,FALSE,FALSE,FALSE,
,,T. Burton,Changeup,FALSE,FALSE,0,0,1,FALSE,FALSE,FALSE,
,,T. Burton,Curveball,FALSE,FALSE,1,0,1,FALSE,FALSE,FALSE,
,,T. Burton,4-seam fastball,TRUE,TRUE,1,1,1,FALSE,FALSE,FALSE,
,,Ricker,Curveball,FALSE,FALSE,0,0,1,TRUE,FALSE,FALSE,
,,Ricker,4-seam fastball,TRUE,FALSE,1,0,1,FALSE,FALSE,FALSE,
,,Ricker,Curveball,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,
,,Ricker,4-seam fastball,TRUE,FALSE,2,1,1,FALSE,FALSE,FALSE,
,,Ricker,Curveball,TRUE,TRUE,2,2,1,FALSE,FALSE,FALSE,
,,Jai,4-seam fastball,FALSE,FALSE,0,0,2,FALSE,FALSE,FALSE,
,,Jai,Changeup,FALSE,FALSE,1,0,2,FALSE,FALSE,FALSE,
,,Jai,4-seam fastball,TRUE,TRUE,2,0,2,FALSE,FALSE,FALSE,
Jai,Darius,Deagle,2-seam fastball,TRUE,TRUE,0,0,0,FALSE,FALSE,FALSE,
,,Deagle,Changeup,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,
,,Deagle,Slider,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,
,,Deagle,4-seam fastball,FALSE,FALSE,2,1,0,FALSE,FALSE,FALSE,
,,Deagle,2-seam fastball,TRUE,FALSE,3,1,0,FALSE,FALSE,FALSE,
,,Deagle,2-seam fastball,TRUE,TRUE,3,2,0,FALSE,FALSE,FALSE,
,,B.Burton,2-seam fastball,FALSE,FALSE,0,0,1,FALSE,FALSE,FALSE,
,,B.Burton,Slider,FALSE,FALSE,1,0,1,FALSE,FALSE,FALSE,
,,B.Burton,4-seam fastball,FALSE,FALSE,2,0,1,FALSE,FALSE,FALSE,
,,B.Burton,4-seam fastball,FALSE,FALSE,3,0,1,FALSE,FALSE,FALSE,
,,Dame,Slider,FALSE,FALSE,0,0,1,TRUE,FALSE,FALSE,
,,Dame,Slider,TRUE,FALSE,1,0,1,FALSE,FALSE,FALSE,
,,Dame,2-seam fastball,TRUE,TRUE,1,1,1,FALSE,FALSE,FALSE,
,,Dame,Slider,TRUE,TRUE,1,2,1,FALSE,FALSE,FALSE,
,,Parker,2-seam fastball,FALSE,FALSE,0,0,2,FALSE,FALSE,FALSE,
,,Parker,Slider,TRUE,TRUE,1,0,2,FALSE,FALSE,FALSE,
,,T. Burton,2-seam fastball,FALSE,TRUE,0,0,2,FALSE,TRUE,FALSE,
,,T. Burton,2-seam fastball,FALSE,FALSE,0,1,2,FALSE,TRUE,FALSE,
,,T. Burton,4-seam fastball,TRUE,TRUE,1,1,2,FALSE,FALSE,TRUE,
,,T. Burton,2-seam fastball,FALSE,FALSE,1,2,2,FALSE,FALSE,FALSE,
,,T. Burton,2-seam fastball,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,
,,T. Burton,Slider,TRUE,TRUE,3,2,2,FALSE,FALSE,FALSE,
,,T. Burton,2-seam fastball,TRUE,TRUE,3,2,2,FALSE,FALSE,FALSE,
Dame,Jon,Jax,Curveball,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Jax,4-seam fastball,TRUE,TRUE,1,0,0,FALSE,FALSE,FALSE,
,,Cox,Changeup,TRUE,FALSE,0,0,1,FALSE,FALSE,FALSE,
,,Cox,Curveball,TRUE,FALSE,0,1,1,FALSE,FALSE,FALSE,
,,Cox,4-seam fastball,FALSE,FALSE,0,2,1,FALSE,FALSE,FALSE,
,,Cox,Curveball,FALSE,FALSE,1,2,1,FALSE,FALSE,FALSE,
,,Cox,4-seam fastball,TRUE,TRUE,2,2,1,FALSE,FALSE,FALSE,
,,Jack M,Curveball,FALSE,FALSE,0,0,2,FALSE,FALSE,FALSE,
,,Jack M,4-seam fastball,TRUE,TRUE,1,0,2,FALSE,FALSE,FALSE,
,,Jack M,Curveball,TRUE,FALSE,1,1,2,FALSE,FALSE,FALSE,
,,Jack M,4-seam fastball,FALSE,FALSE,1,2,2,FALSE,FALSE,FALSE,
,,Jack M,Curveball,TRUE,TRUE,2,2,2,FALSE,FALSE,FALSE,
Jai,Patrick,Simon,4-seam fastball,TRUE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Simon,4-seam fastball,TRUE,TRUE,0,1,0,FALSE,FALSE,FALSE,
,,Simon,4-seam fastball,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,
,,Simon,4-seam fastball,FALSE,FALSE,1,2,0,FALSE,FALSE,FALSE,
,,Simon,Changeup,FALSE,FALSE,2,2,0,FALSE,FALSE,FALSE,
,,Simon,4-seam fastball,FALSE,FALSE,3,2,0,FALSE,FALSE,FALSE,
,,Jax,Changeup,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,
,,Jax,4-seam fastball,TRUE,TRUE,1,0,0,FALSE,FALSE,FALSE,
,,Cox,4-seam fastball,FALSE,FALSE,0,0,2,FALSE,FALSE,FALSE,
,,Cox,Curveball,FALSE,FALSE,1,0,2,FALSE,FALSE,FALSE,
,,Cox,4-seam fastball,TRUE,TRUE,2,0,2,FALSE,FALSE,FALSE,
,,Cox,4-seam fastball,FALSE,FALSE,2,1,2,FALSE,FALSE,FALSE,
,,Cox,4-seam fastball,TRUE,TRUE,3,1,2,FALSE,FALSE,FALSE,
,,Cox,4-seam fastball,FALSE,TRUE,3,2,2,FALSE,FALSE,FALSE,
Dame,Jon K,Jack M,Changeup,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Jack M,Changeup,FALSE,TRUE,1,0,0,FALSE,FALSE,FALSE,
,,Jack M,4-seam fastball,TRUE,FALSE,1,1,0,FALSE,FALSE,FALSE,
,,Jack M,Curveball,FALSE,TRUE,1,2,0,FALSE,FALSE,FALSE,
,,Simon,Curveball,FALSE,FALSE,0,0,1,FALSE,FALSE,FALSE,
,,Simon,4-seam fastball,TRUE,FALSE,1,0,1,FALSE,FALSE,FALSE,
,,Simon,Curveball,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,
,,Simon,4-seam fastball,TRUE,TRUE,2,1,1,FALSE,FALSE,FALSE,
,,Simon,4-seam fastball,TRUE,TRUE,2,2,1,FALSE,FALSE,FALSE,
,,Jai,Changeup,TRUE,TRUE,0,0,2,FALSE,FALSE,FALSE,
,,Jai,Curveball,FALSE,FALSE,0,1,2,FALSE,FALSE,FALSE,
,,Jai,4-seam fastball,TRUE,TRUE,1,1,2,FALSE,FALSE,FALSE,
,,Jai,Changeup,FALSE,FALSE,1,2,2,FALSE,FALSE,FALSE,
,,Jai,4-seam fastball,TRUE,TRUE,2,2,2,FALSE,FALSE,FALSE,
,,Jax,4-seam fastball,FALSE,FALSE,0,0,2,TRUE,FALSE,FALSE,
,,Jax,4-seam fastball,TRUE,TRUE,1,0,2,FALSE,FALSE,FALSE,
,,Jax,Curveball,FALSE,TRUE,1,1,2,FALSE,FALSE,FALSE,
,,Jax,4-seam fastball,FALSE,FALSE,1,2,2,FALSE,FALSE,FALSE,
,,Jax,Curveball,TRUE,FALSE,2,2,2,FALSE,FALSE,FALSE,
Jai,Patrick,Cox,4-seam fastball,TRUE,TRUE,0,0,0,FALSE,FALSE,FALSE,
,,Dame,Curveball,FALSE,FALSE,0,0,1,FALSE,FALSE,FALSE,
,,Dame,4-seam fastball,TRUE,TRUE,1,0,1,FALSE,FALSE,FALSE,
,,Jack M,4-seam fastball,FALSE,FALSE,0,0,2,FALSE,FALSE,FALSE,
,,Jack M,4-seam fastball,FALSE,FALSE,1,0,2,FALSE,FALSE,FALSE,
,,Jack M,4-seam fastball,FALSE,FALSE,2,0,2,FALSE,FALSE,FALSE,
,,Jack M,4-seam fastball,FALSE,FALSE,3,0,2,FALSE,FALSE,FALSE,
,,Jack M,4-seam fastball,TRUE,TRUE,3,1,2,FALSE,FALSE,FALSE,
,,Jack M,4-seam fastball,TRUE,FALSE,3,2,2,FALSE,FALSE,FALSE,
Dame,Jon k,Simon,4-seam fastball,TRUE,TRUE,0,0,0,FALSE,FALSE,FALSE,
,,Simon,Curveball,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,
,,Simon,4-seam fastball,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,
,,Simon,4-seam fastball,TRUE,TRUE,2,1,0,FALSE,FALSE,FALSE,
,,Simon,4-seam fastball,TRUE,TRUE,2,2,0,FALSE,FALSE,FALSE,
,,Jai,4-seam fastball,TRUE,TRUE,0,0,1,FALSE,FALSE,FALSE,
,,Jax,Curveball,TRUE,TRUE,0,0,2,FALSE,FALSE,FALSE,
,,Jax,4-seam fastball,TRUE,TRUE,0,1,2,FALSE,FALSE,FALSE,
,,Jax,Curveball,FALSE,FALSE,0,2,2,FALSE,FALSE,FALSE,
,,Jax,4-seam fastball,FALSE,FALSE,1,2,2,FALSE,FALSE,FALSE,
,,Jax,Changeup,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,
,,Jax,4-seam fastball,FALSE,FALSE,3,2,2,FALSE,FALSE,FALSE,
,,Cox,4-seam fastball,FALSE,FALSE,0,0,2,TRUE,FALSE,FALSE,
,,Cox,4-seam fastball,FALSE,FALSE,1,0,2,FALSE,TRUE,FALSE,
,,Cox,Changeup,TRUE,FALSE,2,0,2,FALSE,FALSE,FALSE,
,,Cox,4-seam fastball,TRUE,FALSE,2,1,2,FALSE,FALSE,FALSE,
,,Cox,4-seam fastball,TRUE,FALSE,2,2,2,FALSE,FALSE,FALSE,
Jai,Patrick,Dame,4-seam fastball,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Dame,Curveball,FALSE,FALSE,1,0,0,FALSE,FALSE,FALSE,
,,Dame,4-seam fastball,TRUE,FALSE,2,0,0,FALSE,FALSE,FALSE,
,,Dame,4-seam fastball,FALSE,FALSE,2,1,0,FALSE,FALSE,FALSE,
,,Dame,4-seam fastball,FALSE,TRUE,3,1,0,FALSE,FALSE,FALSE,
,,Dame,Changeup,FALSE,FALSE,3,2,0,FALSE,FALSE,FALSE,
,,Jack M,4-seam fastball,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,
,,Jack M,4-seam fastball,FALSE,FALSE,1,0,0,FALSE,FALSE,FALSE,
,,Jack M,4-seam fastball,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,
